,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,release_month,day_of_release
1888,Way down We Go,Way Down We Go,KALEO,2015-08-07,USAT21502122,1879,33.5,1086861259,228925,44949918,79.0,836662907,8009540,1629364,"344,124,487",4201171109,180196685,25,105889,97,117,717998,25,,,,,0,8,Friday
1889,24K Magic,"NOW That's What I Call Music, Vol. 61",Bruno Mars,2017-01-27,USAT21603246,1882,33.5,1425996809,995,505357,32.0,1917522970,10237469,,,,1676191851,2,,,,,,,,,,0,1,Friday
1890,Joy (In My Own Time) - Tribe Song,Joy (In My Own Time) [Tribe Song],DAMIEN,2023-03-31,AUMEV2312696,1880,33.5,6300,10,398,3.0,371579831,300617,7,807,29251,45503399,,30,,,,,,,,,0,3,Friday
1891,PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,USRC11600042,1883,33.5,1320205697,124827,38410821,71.0,1389678876,10725384,184911,"26,228,617",191249307,205101912,155,43881,64,67,381330,26,,,,7226364,1,3,Friday
1892,Enemy - Radio Edit,"NOW That's What I Call Music!, Vol. 82",Imagine Dragons,2022-05-06,USUM72019717,1886,33.4,820953,204,16612,22.0,38888242,500894,,,,,,576584,,,,,,,,,0,5,Friday
1893,When It Comes To You,When It Comes To You,Fridayy,2023-07-21,USUM72309787,1884,33.4,36398813,7606,12388422,62.0,51105810,440385,42585,"3,116,540",30427598,166879315,17,65182,77,5,660396,39,37401204,8950,3499801,1019440,0,7,Friday
1894,Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,2022-09-19,SGB502242208,1891,33.4,32642,7,2063,1.0,50391,373,3622500,"8,929,235",235913641,,,,,,,,,,,,0,9,Monday
1895,Libaas,Libaas,Kaka,2020-11-19,INS402000018,1889,33.4,76630812,8933,1073356,51.0,964253382,9620300,199165,"7,327,817",99450429,865457,4,20,,,,5,7,,,264288,0,11,Thursday
1896,OOOUUU,OOOUUU,Young M.A,2016-05-20,US6YF1600026,1888,33.4,316267018,68407,10932431,60.0,515355994,3980712,83370,"35,643,009",286622729,2170348,165,7714,,10,7187,12,144019785,192642,109465969,2698587,1,5,Friday
1897,Flooded The Face,Pink Tape,Lil Uzi Vert,2023-06-30,USAT22306846,1885,33.4,125102655,54044,18974212,66.0,7154684,115132,6550,"1,263,286",9831629,174647301,26,,,4,20831,1,502164,1157,,207467,1,6,Friday
1898,"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")","90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,2024-02-20,INM432400019,1892,33.4,6576855,307,62869,,66986452,456000,128600,774,6127,33272955,1,91,,,,,,,,43588,0,2,Tuesday
1899,"Ranjithame (From ""Varisu"")","Ranjithame (From ""Varisu"")",Thalapathy Vijay,2022-11-05,INS182203495,1890,33.4,123908201,6218,4505067,62.0,417372813,3801568,,,,70876135,1,,,,,4,,,,62937,0,11,Saturday
1900,X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2023-02-03,USUM72222547,1887,33.4,491242756,37814,18470152,75.0,80668854,1002368,37716,"4,293,404",77308719,1693129,57,23639,37,30,2744817,32,28747940,3596,,734819,1,2,Friday
1901,IT GIRL,IT GIRL,Aliyah's Interlude,2023-09-30,QZTB22388736,1894,33.3,118193328,26395,13098603,,16317704,394257,230472,"100,318,030",736463674,,10,342,8,2,1675,29,377548,4267,6417,669634,1,9,Saturday
1902,It's A Wrap - Sped Up,It's A Wrap,Mariah Carey,2023-02-10,USUM72301683,1900,33.3,35004403,6013,1732149,51.0,,,2450912,"309,650,224",2693255753,,4,29,417,,,8,92054,1102,,35868,0,2,Friday
1903,Never Be Lonely,Never Be Lonely,Jax Jones,2024-02-09,GBUM72400217,1896,33.3,27715232,2834,16731190,,10646067,88249,,,,33280611,31,56755,40,36,7400670,50,222437,,293113,519975,0,2,Friday
1904,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Greatest Hits,Pitbull,2009-01-01,USJAY1100032,1898,33.3,1164166623,262779,103712117,81.0,1332702041,6176607,142435,"20,425,129",225165270,1458438173,120,348,29,82,517742,19,595162539,451894,,16112049,0,1,Thursday
1905,SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,2022-12-20,USAT22223103,1895,33.3,519330096,67639,18087902,74.0,255558,3748,,,,,26,2969,,7,22420,11,1778625,5601,,1841098,1,12,Tuesday
1906,Iko Iko (My Bestie),Iko Iko (feat. Small Jam),Justin Wellington,2019-06-03,QZFYX1950028,1901,33.3,314672402,85038,16060938,64.0,203831150,1327160,2909294,"336,713,853",3345046787,8287270,72,212908,,39,268404,14,1970428,7154,649849,8651171,0,6,Monday
1907,Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,2024-01-26,DEE862301861,1902,33.3,21179750,3144,19059841,,7849267,75556,,,,58998674,44,81555,,63,7355939,38,8608,10,,,0,1,Friday
1908,Low Life,EVOL,Future,2016-02-12,USSM11600557,1897,33.3,884825594,165579,32192169,72.0,838504706,3635933,14065,"3,965,043",39734161,151660163,74,7064,,66,255865,14,410065915,91951,5228883,4453169,1,2,Friday
1909,Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,2023-03-24,BRUM72202351,1899,33.3,23883628,1390,2563092,51.0,341471782,1328954,,"450,726",5358634,1018907021,3,173,,7,164494,5,,,,7075,0,3,Friday
1910,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,GBAHS1701239,1893,33.3,1124147912,131363,33090658,65.0,705027078,3320463,718998,"18,900,715",202227585,250146204,13,116212,,65,1197102,52,3075862,3013,12018131,,0,1,Friday
1911,Been Like This,Been Like This,Meghan Trainor,2024-03-14,USSM12401540,1903,33.2,44441672,3110,21182930,24.0,6534998,164262,,"7,764,642",95682600,186561065,33,38516,336,30,865129,26,1310044,1685,,190730,0,3,Thursday
1912,Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306108,1910,33.2,372248119,6868,1527625,,,,,,,,17,115236,,1,31089,9,,,,,0,10,Friday
1913,Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission,Major Lazer,2015-05-29,QMUY41500182,1907,33.2,1293191157,147868,30229579,72.0,606547382,4505365,5601,"1,739,806",19401692,207022466,209,54267,448,71,492309,15,115098360,25201,70181589,10975728,0,5,Friday
1914,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,2017-12-15,USRC11702939,1909,33.2,463298197,63764,17642317,66.0,,,10092900,"57,608,178",615951784,,69,5950,,27,93791,,1127864,9272,,1300812,0,12,Friday
1915,Un Coco,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214892,1904,33.2,534736940,54870,16605882,73.0,243635144,1460980,35000,"53,470,902",327984369,20204348,11,1066,,1,72,4,17997118,4174,,751985,0,5,Friday
1916,Tutu,Tutu,Camilo,2019-08-09,USSD11900263,1908,33.2,594224324,50354,18628100,61.0,903046839,6893168,691299,"11,745,148",140587874,275575570,89,13563,242,33,215002,32,24533016,20359,,1100391,0,8,Friday
1917,Tadow,Tadow,Masego,2017-10-06,QM24S1703810,1911,33.2,475786302,169485,31599668,72.0,587498816,5883117,1017927,"267,389,439",1965697775,15937686,62,3354,74,30,138867,36,45202847,60956,,6595975,0,10,Friday
1918,Heart Like A Truck,Heart Like A Truck,Lainey Wilson,2022-05-20,QMRSZ2200986,1906,33.2,156975001,21559,5658951,68.0,96079749,597275,192794,"29,435,568",313652545,328117737,,256048,130,3,87459,,35986096,37567,1447109,,0,5,Friday
1919,Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Purple Disco Machine,2024-05-03,DEE862400579,1905,33.2,19468909,2924,43639283,73.0,1130001,20708,,,,777,38,13552,,64,1639901,21,10518,15,,134063,0,5,Friday
1920,Creeper Star,Creeper Star,Leo Walrus,2022-11-29,GX8MK2200002,1915,33.1,,28,283,2.0,445360465,369291,1,25,541,,,12,,,,,,,,,0,11,Tuesday
1921,Ya Acabo,"DEV, Vol. 2",Marca MP,2021-02-19,QZFZ62111678,1916,33.1,340744110,34114,13462017,65.0,616701633,3072699,148099,"24,444,067",229127001,16616564,8,3944,328,3,178476,9,79403159,20882,,1239032,0,2,Friday
1922,Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,2005-01-01,USA3D0700101,1918,33.1,16326628,12434,3542140,44.0,7603329,122780,35323801,"18,422,696,340",214843956590,13579446,9,215,17,12,211251,12,107438,,,632600,0,1,Saturday
1923,DOGTOOTH,DOGTOOTH,"Tyler, The Creator",2023-03-27,USQX92301932,1914,33.1,141377619,54114,7207419,66.0,20493982,566751,2021,"802,527",4036849,29195879,23,49738,464,12,99533,8,3088380,1985,,387490,1,3,Monday
1924,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,USUG12103690,1912,33.1,842558786,55074,40675939,74.0,290178261,6813320,169911,"110,877,621",743331968,25836314,86,1865,77,9,21290,24,9689583,25854,,827246,1,11,Friday
1925,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,2021-12-14,INS182116113,1917,33.1,125396685,6443,2952745,55.0,672837687,6059733,,,,259045019,6,,,,,2,,,,118884,0,12,Tuesday
1926,Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,2024-05-16,USUG12402628,1913,33.1,12724701,3327,49830444,72.0,,,,,,,15,1880,7,14,1284887,39,180837,132,279597,71800,0,5,Thursday
1927,Did It Again,Did It Again,Lil Tecca,2019-07-24,USUG11902664,1923,33.0,440181206,87099,9847312,69.0,109575448,1082713,3157,"795,005",7112170,96353373,15,148,67,12,14936,,22198717,31643,78581878,391268,1,7,Wednesday
1928,"QUï¿½ï¿½TENME EL TELï¿½ï¿½FONO (feat. Yandel, Jay ",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400695,1919,33.0,39876490,5502,29909107,70.0,22359938,133504,,,,9505646,6,1304,,7,228766,19,320121,241,,328225,1,3,Thursday
1929,"Kalaastar (From ""Honey 3.0"")","Kalaastar (From ""Honey 3.0"") - Single",Yo Yo Honey Singh,2023-10-15,INZ031413795,1920,33.0,31193454,2610,1441921,,174795453,9673740,,,,,2,427,,,,9,,,,64971,0,10,Sunday
1930,"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2024-02-23,ZA56E2415633,1927,33.0,30674267,5326,8199508,68.0,52613580,674511,,"64,953,911",934535152,26918523,29,2894,,7,91885,15,,,,,0,2,Friday
1931,Firestone,Running Hits - 2015.02,Kygo,2015-02-09,SEBGA1400887,1928,33.0,1106264600,144992,42832108,71.0,1040406066,4527957,19634,"5,987,576",44057930,156656689,205,42861,,106,894320,31,110972879,328237,,17246943,0,2,Monday
1932,Cheap Thrills,This Is Acting,Sia,2016-01-29,USRC11600201,1924,33.0,699374947,88850,23034012,72.0,1299039980,8755006,1070394,"403,707,523",6409931590,584819588,264,265852,,106,1712547,11,,,,,0,1,Friday
1933,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,2023-01-13,ITB002200841,1925,33.0,239288183,42084,9541843,71.0,56033826,823483,274300,"20,568,859",206096023,22318374,34,38434,36,18,157940,20,2037712,2656,,1704066,1,1,Friday
1934,Meridian,Meridian,Dave,2023-08-24,GBUM72306716,1921,33.0,81911061,28740,4403115,3.0,56777570,494663,43903,"8,852,635",106000587,85442573,26,,,30,865583,20,,,798578,1019877,1,8,Thursday
1935,Ten by Ten,Lazy Mechanics,Carrier,2023-02-24,UKMDH2100069,1929,33.0,2265,37,2401,1.0,374193651,1023665,,,,,,2,,,,,,,,51,0,2,Friday
1936,ýýýýýýýýýýýý,ýýýýýýýýýýýý,ANNA ASTI,2023-07-14,RUA1D2370675,1922,33.0,17080355,5909,554886,53.0,203425864,773896,31300,"2,959,139",33547289,435977933,17,1220,,,,,,,,1065042,0,7,Friday
1937,LOU LOU,LOU LOU - Single,Gabito Ballesteros,2023-10-21,USA2P2350242,1926,33.0,242519709,18760,16688762,,49878848,310358,48600,"7,116,059",79422764,,10,1,,11,13121412,9,2357958,1130,,329048,1,10,Saturday
1938,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-03-11,USUM71601826,1934,32.9,1120622892,104167,39070160,74.0,1005463648,10636477,1235857,"67,641,088",533969522,175840192,90,25667,93,42,585777,10,251664382,168447,,4234563,0,3,Friday
1939,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,QM4TX2001949,1939,32.9,452491920,26714,19212443,64.0,945639729,27589023,216482,"65,951,308",359662248,133249553,20,9325,15,8,242090,13,2482890,34459,,1247966,0,2,Friday
1940,Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,2014-01-01,USUM71405403,1930,32.9,863631428,84796,36693869,70.0,1514451986,7876147,10083,"14,796,760",108204850,534765125,113,48871,713,59,486595,32,512871964,260096,,8231077,0,1,Wednesday
1941,SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,2022-05-13,ITB002200385,1936,32.9,308183607,57988,30736731,64.0,29232672,460660,145290,"31,480,770",401636873,65010,70,175801,629,52,355125,32,20536894,2578,,2354432,0,5,Friday
1942,Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,2019-01-18,GBUM71808052,1935,32.9,1016283394,103794,41086368,68.0,460509010,3376276,37205,"3,774,501",45585575,523334750,192,198355,,321,1173680,31,61750382,29039,,9406511,0,1,Friday
1943,Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,USAT21701762,1932,32.9,894360950,99270,29301256,66.0,73078701,913440,2055066,"42,674,347",324949762,2201124,247,65706,175,41,164358,48,361926303,556695,,6520985,1,6,Friday
1944,Latch,Settle,Disclosure,2013-01-01,GBUM71302810,1933,32.9,1017438306,174201,45341736,71.0,569083040,3417150,202721,"80,786,067",568058521,162617345,219,25714,239,105,1023099,72,346547845,609122,43896113,15182802,0,1,Tuesday
1945,Mourning,Mourning,Post Malone,2023-05-19,USUM72306015,1938,32.9,160305133,35523,3552008,62.0,51153469,760977,7354,"3,026,171",44574455,152388969,54,10192,916,6,99943,9,49591623,4402,,437969,1,5,Friday
1946,300 Noches,300 Noches,Belinda,2024-04-25,MXF152301940,1937,32.9,51637997,2090,37145336,78.0,17476503,309492,,,,2635352,7,2208,,8,1175213,16,12157,90,1427,131747,1,4,Thursday
1947,How Do You Sleep?,How Do You Sleep?,Sam Smith,2019-07-19,GBUM71902381,1931,32.9,972593978,84347,25942681,62.0,489662988,4540879,29484,"5,267,198",36540464,615432219,130,125065,67,39,924090,32,114575260,48374,842361,5795814,0,7,Friday
1948,BAIXO,BAIXO,xxanteria,2023-09-19,QZS7J2358214,1942,32.8,101938916,14123,13264777,,65544713,996619,385086,"61,673,120",613007025,21795577,1,,,,,,,,,436098,0,9,Tuesday
1949,Asylum,Avana (Deluxe),Olivetheboy,2024-03-01,USQX92400566,1940,32.8,4792243,518,3436044,64.0,3218219,32702,426600,"5,937,072",67702628,,16,79,,2,5829,7,,,3489,480872,0,3,Friday
1950,American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,2024-05-22,QM7YK2300245,1941,32.8,12102307,2,9001,,,,,,,,,,,,,,,,,1123232,0,5,Wednesday
1951,ceilings,five seconds flat,Lizzy McAlpine,2022-04-08,GBKPL2280163,1944,32.8,540382129,67808,85710040,76.0,33922247,572580,681271,"330,884,076",2631370364,237035026,76,24819,558,31,1893859,58,5849073,5565,3195140,1224138,0,4,Friday
1952,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600120,1943,32.8,1480311407,162952,72991098,78.0,1013766482,4126099,324,"755,438",2054878,6397841,134,65711,71,76,690982,46,,,,12739673,1,1,Thursday
1953,HIBIKI,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364184,1948,32.7,160821035,28905,14456501,,30126694,416875,,"17,020",185582,36717,11,1127,,6,293259,10,2188466,230,,141377,1,10,Friday
1954,GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,2024-05-16,USUM72401566,1946,32.7,41517704,2895,85480305,79.0,2080156,61973,,,,,22,641,,9,329482,25,256755,49,39407,62200,0,5,Thursday
1955,Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,2020-09-25,USTB12000152,1945,32.7,1675750095,506,66189,25.0,,,,,,,97,,,1,1689,9,539169583,334159,,,0,9,Friday
1956,Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,2016-04-06,USUYG1098775,1947,32.7,849055927,131131,22922803,58.0,464235914,3109287,79224,"41,047,197",214959368,243279146,132,1110,,24,52127,2,325862117,772283,,4186604,1,4,Wednesday
1957,LOST!,"Right Place, Wrong Person",RM,2024-05-24,USA2P2421303,1958,32.6,31453044,763,32866636,80.0,8834117,1274824,,,,119265847,12,65,1,20,1287877,3,955083,13,,26633,1,5,Friday
1958,Stay (with Alessia Cara),Stay,Zedd,2017-02-23,USUM71700736,1949,32.6,1224136357,115858,34379868,70.0,545665182,3985831,284610,"21,865,997",137040499,84724507,198,114985,318,62,801546,29,365285435,150299,,8721927,0,2,Thursday
1959,YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,USUYG1142051,1950,32.6,442472374,85567,16713395,68.0,99029913,1622141,469276,"58,969,522",437018233,1895476,7,9,,,,1,24600240,32645,128221222,1002168,1,5,Tuesday
1960,"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,2021-12-13,INS182116086,1957,32.6,50831625,3101,1472504,49.0,684136410,3996864,,,,326017670,,1833,,,,1,,,,63424,0,12,Monday
1961,Facas - Ao Vivo,Diego & Victor Hugo Ao Vivo Em Sï¿½ï¿½o Paulo Vo,Diego & Victor Hugo,2022-08-04,BC29Q2200025,1954,32.6,278318,114,34185,17.0,526506814,2040196,9,"3,218",61675,2231104652,,27,,,,,,,,,0,8,Thursday
1962,Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2021-02-12,INZ031408749,1959,32.6,122853878,12736,2733790,,873576528,7386664,,,,158304094,1,418,,,,,,,,348168,0,2,Friday
1963,Black And Yellow,Black And Yellow,Wiz Khalifa,2010-09-14,USAT21001800,1960,32.6,636986949,141343,32621464,69.0,1110450147,6467597,4371,"347,404",5188475,160510966,62,2912,52,43,203419,2,380701728,1580301,,2807300,1,9,Tuesday
1964,SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,2023-09-20,QZTAZ2365806,1956,32.6,18794730,5074,442006,,36216795,317463,921000,"75,074,468",831341566,55373937,1,639,,1,9696,,,,,335476,0,9,Wednesday
1965,Sahara,Sahara,Hensonn,2021-11-16,QMDA72134986,1953,32.6,274961162,80300,27332775,67.0,196021271,2844570,506126,"381,369,913",4719697686,4466903,18,707,,3,91280,6,,,,2819281,1,11,Tuesday
1966,"Leke Prabhu Ka Naam (From ""Tiger 3"")","Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,2023-10-23,INY092300060,1952,32.6,31783195,1189,1483697,,172518289,1926806,,,,87239915,3,600,,1,584,12,404,,,41934,0,10,Monday
1967,Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,USUM72400408,1955,32.6,89513100,132,63750,,,,,,,,30,78325,,,,,,,,,0,2,Thursday
1968,The Search,The Search,NF,2019-05-30,USUM71907048,1951,32.6,582823215,115214,15719606,69.0,362990075,5824758,250470,"44,853,064",394839659,26175375,11,79,,9,39581,3,59968286,68918,19353209,3986033,0,5,Thursday
1969,Save Me (with Lainey Wilson),Whitsitt Chapel,Jelly Roll,2023-06-02,QMRSZ2300371,1972,32.5,,,,,,,,,,,25,261843,,,,38,,,,1373958,0,6,Friday
1970,Tacos Gucci,Tacos Gucci - Single,Anuel AA,2024-02-15,QM4TW2467636,1970,32.5,31900914,4008,6510589,,61597694,410521,,,,654207667,7,2587,37,7,154742,13,1326891,389,306036,80932,1,2,Thursday
1971,wiggy,wiggy,Young Miko,2023-07-21,QZXD92300012,1962,32.5,135841710,22636,7652807,61.0,53263040,755107,417900,"106,714,247",1221296456,7015965,12,10927,690,7,141200,39,868108,732,,404918,1,7,Friday
1972,Nxde,I love,(G)I-DLE,2022-10-17,KRA392200038,1969,32.5,242708368,24028,7729486,66.0,306925934,3817854,1937,"4,217,193",28580589,190154577,12,3655,,4,38259,6,537228,1013,,452824,0,10,Monday
1973,Vaina Loca,Vaina Loca,Ozuna,2018-06-28,USXDR1800901,1963,32.5,818413674,68379,22527293,68.0,1084871772,3856569,272598,"6,087,146",66017796,355660176,38,14367,204,34,178470,35,75922189,14002,,1916459,0,6,Thursday
1974,Street Runner,Street Runner,Rod Wave,2021-03-10,USLD91730830,1961,32.5,163921357,36519,4018180,64.0,296510850,1746888,55925,"13,288,490",64791187,273349430,22,3894,,3,61084,3,65254347,37085,31365926,806043,1,3,Wednesday
1975,Pure Water (with Migos),Pure Water (with Migos),Mustard,2019-01-16,USUM71823137,1971,32.5,726877512,145514,22684851,66.0,383840816,2770217,69287,"15,400,639",126460343,30375764,69,1339,331,18,141232,7,199864715,95893,,3804674,1,1,Wednesday
1976,Ay Vamos,Superventas 2015,J Balvin,2014-03-03,MXUM71400922,1966,32.5,385438228,51062,16368668,68.0,2103164374,6262143,79200,"6,897,061",55635484,271382865,54,10723,44,44,946232,18,258667098,98630,,4433372,0,3,Monday
1977,Samba de Malandro,Samba de Malandro,MC Paulin da Capital,2024-03-14,BXKG22400584,1967,32.5,44365910,3206,27886603,75.0,46212150,373922,,,,132492795,7,213,,16,9596479,16,,,,81711,1,3,Thursday
1978,Entre las de 20,Entre las de 20,Bizarrap,2024-04-02,UYB282401008,1968,32.5,100182006,4826,49679476,78.0,16163441,136282,,,,,15,23,,6,1265160,10,48832,88,,164219,1,4,Tuesday
1979,We Found Love,Talk That Talk (Explicit),Rihanna,2011-01-01,USUM71115507,1965,32.5,1655539775,219739,111528796,79.0,1438850843,6775048,,"141,145",831485,188422282,318,192995,1,153,2524604,103,,,29410060,12779481,0,1,Saturday
1980,Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-22,USAT22306162,1964,32.5,470358238,7198,2204206,51.0,,,,,,,1,182333,,3,13196,,,,,,0,6,Thursday
1981,Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2020-02-10,TCAEQ2083509,1983,32.4,864865822,155446,25122611,82.0,119059085,1543311,391311,"189,326,209",1722108635,4587987,3,1966,593,5,32782,13,1293279,6227,5129020,1727338,0,2,Monday
1982,Hell N Back,Hell N Back (Sped Up),Bakar,2019-08-14,GBARL1900848,1975,32.4,512194074,180810,58052469,71.0,31571952,420306,349376,"182,982,444",1524936587,305486,63,103595,183,27,5714062,51,7113666,18149,10609400,2988493,1,8,Wednesday
1983,Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,2023-05-26,USQX92303185,1978,32.4,132870060,27561,8424250,69.0,27715495,361926,39700,"4,608,976",62570724,174646320,36,7685,50,10,57855,35,60540256,16095,3089208,393651,1,5,Friday
1984,Wake Me Up (Remix),Dance Essentials 2,Nick White,2022-04-01,USY252283746,2192,32.4,2300429829,,,,,,,,,,,,,,,,,,,,0,4,Friday
1985,Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,2019-11-16,INS181905489,1976,32.4,86910140,8749,2989865,56.0,626799451,4573766,4178400,"44,359,897",569000341,73990282,5,624,,,,7,,,,202049,0,11,Saturday
1986,A-O-K,A-O-K,Tai Verdes,2021-05-06,USQX92101406,1982,32.4,389915082,101681,12962599,66.0,12456282,162382,787994,"412,779,417",3623326028,26683,57,67375,1665,9,48700,22,106214243,30063,,1518022,1,5,Thursday
